scheme_id,scheme_name,level,state,department,category,gender,caste_category,min_age,max_age,max_income,occupation,description,benefits,official_link
SCH1492,IT Saksham Yuva Scheme,State,Haryana,All,"Science, IT & Communications, Skills & Employment",All,All,0,100,300000,All,"The scheme ""IT Saksham Yuva Scheme"" was launched by the Citizen Resources Information Department, Government of Haryana to provide employment opportunities to youths (graduate/post-graduate applicants) from engineering and IT backgrounds who shall undertake the Haryana IT Program (specially designed short-term courses) for the duration of minimum 3 months offered by Haryana State Electronics Development Corporation Limited (HARTRON), Haryana Knowledge Corporation Limited (HKCL), Shri...","Employment opportunities for unemployed youths. Provides digital literacy and IT-related skills to improve employability. Eligible candidates may receive an unemployment allowance. Entrepreneurial/Startup support after successful completion of employment tenure of one year. The eligible candidates who cleared/passed the exam will be given remuneration/allowance of ₹ 20,000/- pm (for first 6 months) / ₹ 25,000/- (7th month onwards). Note:- However, if the candidate has cleared/ passed the assessment test and is awaiting deployment, the unemployment allowances of ₹ 10,000/- pm will be paid by the CRID.",Not Available
SCH1493,IVRI Institute Scholarship For M.V.Sc. And Ph.D.,Central,All India,All,Education & Learning,All,SC/ST/OBC,0,100,99999999,All,"The Indian Veterinary Research Institute will award scholarships to MVSc and PhD students IVRI Scholarship is admissible to only those candidates who are admitted through competitive entrance examination for MVSc/PhD degree programmes. The award to the fresh students shall be made by the Joint Director (Acad.) of the Institute on the recommendation of the ‘Standing Committee on Scholarship, Financial Assistance and Academic Progress’ which shall take into consideration the merit of each...","For Master Programme The amount of the scholarship for the Master’s Degree programme is Rs. 7,560/- per month for 2 years with a contingent grant of Rs. 6,000/- per annum for two years For Doctoral Programme In the Doctoral programme, it is Rs. 13125/- per month for three years with a contingent grant of Rs. 10000/- per annum for three years.",Not Available
SCH1494,Immediate Assistance for Severe Injury in Road/Fire Accident (Sainik Welfare),State,Puducherry,Department of Sainik Welfare,Social welfare & Empowerment,All,All,0,100,99999999,All,"""Immediate Assistance for Severe Injury in Road/Fire Accident"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. Through this scheme, ₹25,000/- is provided to the registered Ex-servicemen/Widows of Ex-servicemen who have suffered a severe injury in a Road/Fire Accident. The members of the Ex-Servicemen Contributory Health Scheme (ECHS) are not eligible. The applications are accepted offline.","Financial Assistance of ₹25,000/-, credited to the beneficiary’s Bank Account through RTGS/ NEFT.",Not Available
SCH1495,Immediate Assistance in Case of Accident to the Beneficiary,State,Manipur,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The ""Immediate Assistance in Case of Accident to the Beneficiary"" scheme was launched by the Manipur Building & Other Construction Workers' Welfare Board. The scheme aims to provide financial assistance to registered building workers in cases of accidents, disabilities, or death due to accidents. Workers hospitalized for five or more days due to an accident are given immediate assistance, and further aid is available for those who suffer disabilities or death resulting from such accidents.","Financial assistance for hospitalization: ₹5,000/- for the first 5 days ₹500/- per day for the remaining days subject to a maximum of ₹15,000/- Financial assistance for disability caused by accident: ₹25,000/- for upto 25% disability. ₹50,000/- for upto 50% disability. ₹1,00,000/- for disability above 50%. Financial assistance for Death: ₹1,00,000/- is provided to the nominees or dependents of a beneficiary building worker in case of accidental death. ₹2,00,000/- is provided to the nominees or dependents of the beneficiary building worker in case of death due to an accident during employment. ₹5,000/- provided to the kin of the deceased building worker or to the worker in case of a dependent's death.",Not Available
SCH1496,"Incentive Assistance to Scheduled Caste Farmers to Increase the Area, Production and Productivity of Sugarcane Farming",State,Gujarat,All,"Agriculture,Rural & Environment",All,All,0,100,99999999,All,"The scheme ""Incentive Assistance to Scheduled Caste Farmers to Increase the Area, Production and Productivity of Sugarcane Farming"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support Scheduled Caste farmers by providing cash incentives for high-quality seeds, modern farming techniques, and agricultural mechanization. The scheme encourages farmers to enhance productivity and profitability.","Name of Component Standard of Assistance Minimum Time Limit (in Years) for Reclaiming Benefits Assistance for sugarcane Sowing ₹10,000/- per Hectare Every year 10% assistance for excellent production 10% extra benefit per metric ton for production exceeding 70 metric Tons/Hectares. Every year Note: This scheme covers a cultivation area of 500 hectares of sugarcane for Scheduled Tribe farmers.",Not Available
SCH1497,"Incentive Assistance to Scheduled Tribe Farmers to Increase the Area, Production and Productivity of Sugarcane Farming",State,Gujarat,All,"Agriculture,Rural & Environment",All,All,0,100,99999999,All,"The scheme ""Incentive Assistance to Scheduled Tribe Farmers to Increase the Area, Production and Productivity of Sugarcane Farming"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support Scheduled Tribe farmers by providing cash incentives for high-quality seeds, modern farming techniques, and agricultural mechanization. The scheme encourages farmers to enhance productivity and profitability.","Name of Component Standard of Assistance Minimum Time Limit (in Years) for Reclaiming Benefits Assistance for sugarcane Sowing ₹10,000/- per Hectare Every year 10% assistance for excellent production 10% extra benefit per metric ton for production exceeding 70 metric Tons/Hectares. Every year Note: This scheme covers a cultivation area of 500 hectares of sugarcane for Scheduled Tribe farmers.",Not Available
SCH1498,Incentive Award For Marriage With Disabled Person,State,Manipur,All,Social welfare & Empowerment,Female,All,0,100,99999999,All,"""Incentive Award for Marriage with Disabled Person"" is a Grant by the Social Welfare Department, Govt. of Manipur. In this scheme, incentive is granted to a person who marries a Person with Disability. This is a State Sponsored Scheme and only the citizens who are domicile of the State of Manipur can apply to this scheme. The marriage should take place in Manipur and both the husband and wife should be living together at the time of applying this scheme. Also, the marriage should be...","₹ 15,000/- in the case of a girl marries a young man with a disability. ₹ 20,000/- in the case of a young man mairres a girl with a disability. ₹ 35,000/- in the case a girl with a disability marries a young man with a disability.",Not Available
SCH1499,Incentive Award to Inter-Caste Married Couples,State,Puducherry,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme “Incentive Award to Inter-Caste Married Couples” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to reduce the effect of untouchability and as a step towards bringing about a casteless society.","An award with a value of ₹ 50,000/- (₹ 20,000/ - in cash, and ₹ 30,000/- in the form of a National Saving Certificate).",Not Available
SCH1500,Incentive For Eye Donors,State,Puducherry,Department of Social Welfare,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme “Incentive For Eye Donors” by the Department of Social Welfare, Government of Puducherry was introduced to create awareness among the public about the eye donation and to pay an amount of incentive to the donors of eye. In this scheme, an amount ₹ 10,000/- per beneficiary is provided to the near relatives of the eye donor. The applicant should apply within 90 days after the transplantation.","₹ 10,000/- per beneficiary is provided to the near relatives of the eye donor. NOTE: In case of delay in disbursal of benefits, contact the authorities below: Puducherry: The Director, Directorate of Social Welfare, Saradhambal Nagar, Ellaipillaichavadhy, Puducherry. Karaikal: The Collector, Karaikal. Mahe/Yanam: The Regional Administrator, Mahe/Yanam.",Not Available
SCH1501,Incentive For The Devadasi Children’s Marriage,State,Karnataka,All,Social welfare & Empowerment,Female,SC,0,100,99999999,All,"Under this scheme, the Social Welfare Department, Government of Karnataka will give incentives to the Devadasi's Children's Married Couple. To avail this scheme, both bride and groom should belong to SC Community. The incentive will be provided only to those who have submitted applications within 1.5 years (18 months) of marriage. The couple who are married on or after 01-04-2018 are eligible for a revised rate of incentive (i.e. 3.00 lakh for men, 5.00 lakh for women) The annual family...","Under this scheme, the Social Welfare Department, Government of Karnataka will give incentive to the Devadasi's Children's Married Couple. The incentive will be provided only to those who have submitted applications within 1.5 years (18 months) of marriage. The couple who are married on or after 01-04-2018 are eligible for a revised rate of incentive (i.e. 3.00 lakh for men, 5.00 lakh for women)",Not Available
SCH1502,Incentive For The Devadasi Children’s Marriage to Schedule Tribe,State,Karnataka,All,Social welfare & Empowerment,All,ST,0,100,500000,All,"The scheme ""Incentive for the Devadasi Children’s Marriage to Schedule Tribe"" was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides financial support to ST couples from the Devadasi community to reduce casteism and promote social acceptance. Couples married on or after 01-04-2019 are provided an incentive of ₹8,00,000/-, i.e. ₹3,00,000/- for the groom and ₹5,00,000/- for the bride. The application should be submitted within 18 months of marriage. The...","An incentive of ₹8,00,000/- is provided to the married couple, i.e. ₹5,00,000/- for the bride and ₹3,00,000/- for the groom.",Not Available
SCH1503,Incentive For The Inter Caste Marriage Couple (Scheduled Tribe),State,Karnataka,All,Social welfare & Empowerment,All,SC/ST,0,100,500000,All,"The ""Incentive for Inter Caste Marriage Couple"" scheme was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides incentives to the couple in which one spouse is from a Scheduled Tribe (ST) and the other spouse is non-ST. An incentive of ₹5,50,000/- is provided to the married couple, i.e. ₹3,00,000/- for the bride and ₹2,50,000/- for the groom. Only couples with a combined annual income under ₹5,00,000/- and who apply within 18 months of their marriage are...","An incentive of ₹5,50,000/- is provided to the married couple, i.e. ₹3,00,000/- for the bride and ₹2,50,000/- for the groom.",Not Available
SCH1504,Incentive For The Simple Marriage,State,Karnataka,Department of Karnataka that offers incentives to couples belonging to the SC community who opt for a simple marriage ceremony,Social welfare & Empowerment,All,SC,0,100,99999999,All,"The Simple Marriage scheme is a government initiative by the Social Welfare Department of Karnataka that offers incentives to couples belonging to the SC community who opt for a simple marriage ceremony. The scheme aims to promote the concept of simple marriages and provide financial assistance to eligible couples. Under this scheme, the Social Welfare Department of Karnataka will provide incentives to Simple Married Couples belonging to the SC Community who have submitted their applications...","Financial Incentives: The scheme provides a financial incentive of Rs. 50,000.00 to eligible Simple Married Couples belonging to the SC community. Promotes Simple Marriages: The scheme aims to promote the concept of simple marriages, which can help reduce the financial burden on families and promote equality in society. Eligibility Criteria: The eligibility criteria for the scheme are straightforward, making it easier for eligible couples to apply for and receive the incentive. Encourages Timely Application: The incentive is provided only to those who have submitted applications within 1 year of their marriage, which encourages timely application and provides immediate financial assistance. Documentation Support: The scheme provides a clear list of required documents for application, which helps simplify the application process and provides transparency.",Not Available
SCH1505,Incentive For The Simple Marriage (Scheduled Tribe),State,Karnataka,All,Social welfare & Empowerment,All,ST,0,100,200000,All,"The scheme ""Incentive for the Simple Marriage"" was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides an incentive of ₹50,000/- to ST individuals residing in Karnataka who marry another ST individual on or after 11th August 2015. The scheme aims to reduce expenses, prevent dowry, and promote a more accepting society. The combined income of the couple should be less than ₹2,00,000/-.","An incentive of ₹50,000/- is provided to the married couple.",Not Available
SCH1506,Incentive Scheme For The Electricity Consumers Under Various Categories In Andaman & Nicobar Islands,State,Andaman & Nicobar Islands,All,"Utility & Sanitation, Social welfare & Empowerment",All,All,0,100,99999999,All,"Launched in 2018, the scheme ""Incentive Scheme For The Electricity Consumers Under Various Categories In Andaman & Nicobar Islands"" by the Electricity Department, Andaman & Nicobar Administration aims to encourage energy conservation among electricity consumers and promote adoption of green energy initiatives. The scheme offers monetary incentives ranging from ₹15,000/- to ₹75,000/- to consumers who achieve significant energy savings. Eligible participants include domestic, commercial, and...","Prize Money for Domestic Consumers (Green Energy & Energy Conservation) First Prize: ₹75,000/-; Second Prize: ₹50,000/-; Third Prize: ₹30,000/- Prize Money for Domestic Consumers (Energy Conservation) First Prize: ₹50,000/-; Second Prize: ₹30,000/-; Third Prize: ₹15,000/- Prize Money for Commercial Consumers First Prize: ₹75,000/-; Second Prize: ₹50,000/-; Third Prize: ₹30,000/- Prize Money for Industrial Consumers First Prize: ₹75,000/-; Second Prize: ₹50,000/-; Third Prize: ₹30,000/-",Not Available
SCH1507,Incentive Scheme for MSMEs in Powerloom Sector: Interest Subsidy on Term Loan,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Interest Subsidy on Term Loan” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in...","Micro & Small Enterprise: Zone A & B: 55% of interest liability for 5 years. Zone C, D & E: 70% of interest liability for 5 years Medium Enterprise: Zone B, C, D & E: 25% of total Term Loan interest paid by the enterprise for 5 years subject to a ceiling of ₹ 1,75,00,000/- per year. Note: The interest subsidy will be payable annually subject to submission of a statement / certificate (in Annexure-II ) by the lending Bank /Financial Institution to substantiate that the unit has paid the due interest to the institution on the due dates and has not defaulted in payment of interest at any time during the period.",Not Available
SCH1508,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Energy Efficiency,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Subsidy for Energy Efficiency” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in...","50% subsidy (For the cost of energy audit). 25% subsidy subject to a maximum of ₹2,00,000/- (For the cost of installations for energy conservation as per energy audit).",Not Available
SCH1509,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Patent Registration,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “ Subsidy for Patent Registration” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in...","50% subsidy subject to a maximum ₹ 5,00,000/-.",Not Available
SCH1510,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Standard Quality Compliance,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Subsidy for Standard Quality Compliance” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by...","50% subsidy subject to a maximum of ₹ 5,00,000/-.",Not Available
SCH1511,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for State Goods and Services Tax (SGST),State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Subsidy for State Goods and Services Tax (SGST)” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms...",Zone B & C: 30% of Net SGST paid for 8 years from the date of commencement of commercial production. Zone D & E: 50% of Net SGST paid for 8 years from the date of commencement of commercial production. Note: Cumulative refund of SGST shall not exceed 75% of Fixed Capital Investment.,Not Available
SCH1512,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Water Conservation/ Environment Compliance,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Subsidy for Water Conservation/ Environment Compliance” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless...","50% subsidy subject to a maximum of ₹2,00,000/-.",Not Available
SCH1513,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy on Stamp Duty and Registration Fees,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Subsidy on Stamp Duty and Registration Fees” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by...","Micro & Small Enterprise: Zone A: 75% Zone B: 75% Zone C: 75% Zone D & E: 100% Medium Enterprise: Zone B, C, D and E: 75%",Not Available
SCH1514,Incentive Scheme for MSMEs in Powerloom Sector: Waiver of Electricity Duty,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Waiver of Electricity Duty” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in Textile...","Micro & Small Enterprise : Zone A & B: 50% subject to a maximum of ₹10,00,000/- per year on the electricity consumption for 5 years. Zone C, D & E: 75% subject to a maximum of ₹10,00,000/- per year on the electricity consumption for 5 years. Medium Enterprise : Zone B & C: 100% subject to a maximum of ₹25,00,000/- per year on the electricity consumption for 5 years. Zone D & E: 100% on the electricity consumption for 5 years and 75% waiver from the 6th year up to 10th year from the date of commencement of commercial production subject to a maximum of ₹50,00,000/- per year.",Not Available
SCH1515,Incentive Scheme for MSMEs in Powerloom Sector: Work Force Welfare Assistance,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “Work Force Welfare Assistance” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in...",100% reimbursement in first year and 75% in the remaining years. Zone B: 5 years. Zone C: 7 years. Zone D & E: 9 years.,Not Available
SCH1516,Incentive Scheme for Sericulture Reelers,State,Karnataka,All,"Business & Entrepreneurship, Banking,Financial Services and Insurance",All,All,0,100,99999999,All,"The ""Incentive Scheme for Sericulture Reelers"" was launched by the Minorities Welfare Department, Government of Karnataka, and is implemented by the Karnataka Minorities Development Corporation. The scheme aims to improve the financial condition of minority communities involved in silk reeling and spinning by providing financial assistance through loans and subsidies. This support is intended to enhance working capital, improve basic infrastructure, and promote better productivity and...","Financial Assistance: Silk reeling/spinning workers can receive a loan of up to ₹2,00,000/-, with 50% of the loan amount being provided as a subsidy.",Not Available
SCH1517,Incentive Scheme in Civil Service (Chhattisgarh),State,Chhattisgarh,All,"Education & Learning, Social welfare & Empowerment",All,All,0,100,99999999,All,"Launched in 2018, the scheme ""Incentive Scheme in Civil Service"" by the Social Welfare Department, Government of Chhattisgarh aims to encourage bright and meritorious persons with disabilities to pass competitive exams in the field of civil services. Through this scheme, financial support is provided to help with upcoming preparations. The scheme benefits include lump sum amounts on passing the different stages of the Union/Chhattisgarh Public Service Commission Competitive Examinations. The...","₹20,000/- lump sum on passing the Preliminary Examination. ₹30,000/- lump sum on passing the Mains Examination. ₹50,000/- lump sum on selection in Union/Chhattisgarh Public Service Commission.",Not Available
SCH1518,Incentive To Girls,State,Rajasthan,All,"Agriculture,Rural & Environment, Women and Child",Female,All,0,100,99999999,All,"The Rajasthan State government initiated a scheme ""Incentive for Girls"" to provide financial assistance. Under this scheme, to the all those girls students who are pursuing Senior Secondary, Graduation in Agriculture and Post Graduation in Agriculture, financial support will be provided.","₹15,000/- per annum: To the girl students studying in senior secondary by taking agriculture subjects in 11th and 12th classes ₹25,000/- per annum: To girl students studying in Agricultural graduate education like Horticulture, Dairy, Agricultural Engineering, Food Processing and Shri Karan Narendra Business Management College, Jobner in 4/5 years course ₹25,000/- per annum: To the girl students studying in Post Graduate Agriculture (M.Sc. Agriculture) in the 2-year course. ₹40,000/- per annum: To the girl students studying for a maximum of 3 years PhD.",Not Available
SCH1519,Incentive To Owners Of Artificial Insemination Born Female Calf Through Pure Breeding In Indigenous Cow,State,Gujarat,Department of Agriculture,"Agriculture,Rural & Environment",Female,All,0,100,99999999,All,"The scheme “Incentive to Owners of Artificial Insemination Born Female Calf through Pure Breeding in Indigenous Cow” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat. The objective of this scheme is to avoid a decrease in the number of local pure breeds of Cow namely Gir and Kankrej and increase it to be properly maintained in the state.","1. The incentive of ₹3,000/- will be given to owners of a female calf born through Artificial Insemination by pure breeding in indigenous cows. 2. The incentive/assistance shall be given once per year for one calf per beneficiary.",Not Available
SCH1520,Incentive To Saharia Students For B.Ed,State,Rajasthan,All,Education & Learning,All,All,0,100,99999999,All,"The basic objective of the scheme is to provide financial assistance to the students of the Saharia region for B.Ed training so that the tribal students of the Saharia region can keep their participation in the government service. In this scheme, hostel fees, scholarships (stipends), tuition fees, and stationery are given to these students. Provision has been made to give financial assistance in the form of The benefit of the scheme will be payable only for 10 months.","Saharia tribe students who are taking regular B.Ed training are given Rs.30,000 in the first year and Rs.30,000 in the second year. Details are given below : Rs. 26,000/- for college fees and purchase of books. Rs. 32,000/- for house rent and food. Rs. 2,000/- for clothes.",Not Available
SCH1521,Incentive for Inter-Caste Marriage Scheme,State,Delhi,All,Social welfare & Empowerment,All,SC/ST/OBC,0,100,99999999,All,"The scheme ""Incentive for Inter Caste Marriage"" by the Department for the Welfare of SC/ST/OBC/Minorities, Government of NCT of Delhi, aims to promote marriages between non-SCs and SCs as an effective instrument to combat casteism. Under the scheme, an incentive of ₹50,000/- is provided to couples where one spouse belongs to the SC community and the other to a non-SC community. The scheme mandates marriage registration and requires applicants to apply within two years of marriage. The...","Financial Incentive: One-time payment of ₹50,000/- per eligible couple. Mode of Disbursement: Through the concerned Deputy Commissioner (DC) as authorized by the Secretary (DSCST). Conditions for Disbursement: The couple should provide proof of living together at the time of disbursement of benefits.",Not Available
SCH1522,Incentive for Purchase of Electric Scooter for the Daughter of a Registered Construction Worker (HBOCWWB),State,Haryana,All,"Social welfare & Empowerment, Women and Child",Female,All,0,100,99999999,All,"The scheme “Incentive for Purchase of Electric Scooter for the Daughter of a Registered Construction Worker” is implemented by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department, Government of Haryana. Under this scheme, an incentive of ₹50,000/- or the actual ex-showroom price of electric scooter, whichever is lower, will be provided by the Board through e-RUPI to the daughter of a registered construction worker to facilitate her mobility while...","Under this scheme, a maximum benefit of ₹50,000/- or the actual ex-showroom price of an electric scooter, whichever is lower, will be provided to the daughter of a registered construction worker in the form of e-RUPI.",Not Available
SCH1523,Incentive for the Inter Caste Marriage Couple,State,Karnataka,All,Social welfare & Empowerment,All,SC,0,100,500000,All,"The Karnataka Social Welfare Department offers an incentive to encourage inter-caste marriages, aiming to reduce caste-based discrimination and promote a more inclusive society. This scheme is targeted at Scheduled Caste (SC) individuals who marry outside their caste, particularly Hindu non-SC individuals.","Incentive Amount: ₹2,50,000/- for SC men marrying a woman from another caste. ₹3,00,000/- for SC women marrying a man from another caste. Subsidy Disbursement: The incentive is provided in two installments. 50% in cash. 50% as a fixed deposit with a minimum term of 3 years.",Not Available
SCH1524,Incentive for the Intra Caste Marriage within Scheduled Caste Community,State,Karnataka,All,Social welfare & Empowerment,All,SC/ST,0,100,200000,All,"The Karnataka Social Welfare Department provides an incentive to promote intra-caste marriages within different sub-castes of Scheduled Castes (SC) and Scheduled Tribes (ST). The scheme offers ₹2,00,000/- for such marriages, with an option for ₹1,50,000/- if the simple marriage grant is availed. This initiative aims to reduce casteism and foster unity within SC/ST communities in Karnataka.","Incentive Amount: ₹2,00,000/- if an SC/ST boy or girl marries a person from a different SC/ST sub-caste. ₹1,50,000/- if the couple has availed of the simple marriage grant. Subsidy Disbursement: The incentive is provided in two installments: 50% in cash. 50% as a fixed deposit with a minimum term of 3 years.",Not Available
SCH1525,Incentive for the SC Widow Re-Marriage,State,Karnataka,All,"Social welfare & Empowerment, Women and Child",All,SC,0,100,99999999,All,"This scheme is aimed at encouraging widows to remarry by providing financial assistance to lead a normal life. The main objective of the scheme is to promote widow remarriage and rehabilitate widows by providing financial assistance. This scheme brings in a new dimension of social change among the widows. Under this scheme, the Social Welfare Department, Government of Karnataka will give incentives to the remarried widows belonging to the SC Community. The incentive is provided only to those...","If a widow from the Scheduled Caste community remarries a male from another caste, she will receive an incentive of ₹3 lakh. If the beneficiary has already received an incentive under the simple marriage, she will be eligible for ₹2.50 lakh under this scheme.",Not Available
SCH1526,Incentive given to Encourage Inter caste Marriages,State,Maharashtra,Department of Social Justice & Special Assistance,"Women and Child, Social welfare & Empowerment",Female,All,0,100,99999999,All,"The ""Incentive for Encouraging Inter-Caste Marriages"" scheme is implemented by the Department of Social Justice & Special Assistance, Government of Maharashtra, and funded jointly by the State and Central Government (50:50). The scheme provides financial incentives to support inter-caste marriages between Savarna Hindus (including Hindu, Jain, Lingayat, and Sikh communities) and individuals from Scheduled Castes, Scheduled Tribes, Nomadic Tribes, Nomadic Castes, and Special Backward Classes....","A financial assistance of ₹50,000/- issued as a joint draft in the names of both spouses.",Not Available
SCH1527,Incentive to Owners of A.I. Born Female Calf through Pure Breeding in Indigenous Cow Across the State,State,Gujarat,All,"Agriculture,Rural & Environment",Female,All,0,100,99999999,All,"The scheme ""Incentive to Owners of A.I. Born Female Calf through Pure Breeding in Indigenous Cow Across the State"" aims to provide financial assistance for female calf born through Artificial Insemination (A.I.) in indigenous cow breeds like Gir and Kankrej to encourage pure breeding and prevent the decline of local cattle breeds in Gujarat.","Name of Component Standard of Assistance Minimum Time Limit(In Year) for Reclaiming Benefits Incentive to Owners of A.I. Born Female calf through pure breeding in indigenous cow across the state ₹3,000/- per Female Calf One person per family once a year for one female calf is eligible for benefit of the scheme",Not Available
SCH1528,Incentive to Widow's Remarriage,State,Puducherry,Department of Women & Child Development,"Social welfare & Empowerment, Women and Child",Female,All,0,100,75000,All,"The scheme ""Incentive to Widow's Remarriage (IWR)"" is a social welfare scheme by the Department of Women & Child Development, Government of Puducherry. The objective of this scheme is to encourage and support widows to remarry and lead a normal life in society. Through this scheme, eligible individuals receive financial assistance of ₹50,000/- in the form of a National Saving Certificate. The bridegroom should be a bachelor or a widower.","Financial assistance of ₹50,000/- in the form of a National Saving Certificate.",Not Available
SCH1529,Incentives for Meritorious Children (Students) of Workers (10th and 12th Class) (HBOCWWB),State,Haryana,All,Education & Learning,All,All,0,100,99999999,All,"The scheme “Incentives for Meritorious Children (Students) of Workers (10th and 12th Class)” is implemented by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department, Government of Haryana. Under this scheme, a scholarship (prize money) in the form of a fixed deposit will be provided to meritorious children of construction workers who have achieved academic excellence in the Class X/XII examination. Registered workers with a one-year regular membership...","Under this scheme, the scholarship (prize money) in the form of a fixed deposit will be provided to meritorious children of construction workers who have achieved academic excellence in the Class X/XII examination as per the following: Sl. No. Marks Obtained in 10th/12th Examination Amount 1 90% and above ₹51,000/- 2 80% and above ₹41,000/- 3 70% and above ₹31,000/- 4 60% and above ₹21,000/-",Not Available
